order_id,customer_id,product_id,quantity,amount,order_date,updated_at
534,18,18,2,417.48,2026-02-13,2026-02-13
535,9,11,3,263.52,2026-02-07,2026-02-07
536,62,5,4,360.12,2026-03-18,2026-03-18
537,93,41,3,248.97,2026-03-05,2026-03-05
538,59,7,4,728.8,2026-02-20,2026-02-20
539,43,40,2,196.7,2026-04-12,2026-04-12
540,57,22,4,972.72,2026-03-26,2026-03-26
541,77,9,4,985.96,2026-06-16,2026-06-16
542,26,31,3,308.97,2026-06-27,2026-06-27
543,41,19,3,184.53,2026-04-12,2026-04-12
544,42,25,4,1162.6,2026-03-04,2026-03-04
545,47,8,3,740.34,2026-04-11,2026-04-11
546,24,44,5,339.7,2026-05-20,2026-05-20
547,91,14,5,89.05,2026-04-29,2026-04-29
548,9,27,4,965.32,2026-06-27,2026-06-27
549,31,17,4,201.44,2026-03-19,2026-03-19
550,10,29,2,434.84,2026-04-07,2026-04-07
551,69,33,5,744.9,2026-04-13,2026-04-13
552,90,35,4,670.64,2026-04-03,2026-04-03
553,14,50,5,975.35,2026-01-22,2026-01-22
554,22,42,2,401.4,2026-04-01,2026-04-01
555,87,42,5,114.25,2026-06-15,2026-06-15
556,56,7,4,1161.52,2026-03-26,2026-03-26
557,66,48,1,38.6,2026-02-26,2026-02-26
558,74,15,5,859.1,2026-06-26,2026-06-26
559,99,44,4,473.96,2026-04-29,2026-04-29
560,45,2,5,1051.15,2026-02-08,2026-02-08
561,11,8,4,161.28,2026-04-17,2026-04-17
562,59,14,2,222.04,2026-03-29,2026-03-29
563,13,29,5,750.25,2026-05-02,2026-05-02
564,6,46,4,409.92,2026-03-18,2026-03-18
565,83,7,1,16.55,2026-03-29,2026-03-29
566,67,12,2,559.36,2026-03-04,2026-03-04
567,55,30,5,282.2,2026-05-24,2026-05-24
568,24,12,2,482.7,2026-06-11,2026-06-11
569,26,29,4,498.88,2026-06-07,2026-06-07
570,91,14,5,672.85,2026-01-02,2026-01-02
571,9,37,2,181.44,2026-06-30,2026-06-30
572,24,24,1,241.86,2026-05-18,2026-05-18
573,34,43,3,201.45,2026-01-30,2026-01-30
574,41,39,4,652.16,2026-06-13,2026-06-13
575,15,23,4,749.12,2026-05-31,2026-05-31
576,23,44,3,765.6,2026-06-08,2026-06-08
577,11,44,3,829.26,2026-06-01,2026-06-01
578,40,8,2,201.64,2026-03-03,2026-03-03
579,66,25,2,236.52,2026-02-06,2026-02-06
580,50,28,4,731.84,2026-05-28,2026-05-28
581,89,42,2,302.26,2026-05-18,2026-05-18
582,37,9,2,341.84,2026-05-06,2026-05-06
583,80,4,2,202.46,2026-04-26,2026-04-26
584,18,13,3,858.09,2026-05-05,2026-05-05
585,84,32,4,1158.04,2026-05-10,2026-05-10
586,91,29,4,834.24,2026-04-17,2026-04-17
587,4,49,4,234.0,2026-05-25,2026-05-25
588,29,35,2,189.42,2026-03-12,2026-03-12
589,73,48,3,176.34,2026-04-28,2026-04-28
590,74,8,4,677.68,2026-01-29,2026-01-29
591,70,49,3,704.34,2026-04-04,2026-04-04
592,70,14,1,230.4,2026-04-23,2026-04-23
593,97,16,4,158.8,2026-06-17,2026-06-17
594,58,17,3,791.07,2026-01-09,2026-01-09
595,57,8,3,780.12,2026-01-23,2026-01-23
596,89,23,2,141.72,2026-05-31,2026-05-31
597,79,9,5,967.5,2026-02-12,2026-02-12
598,73,23,2,491.84,2026-01-16,2026-01-16
599,22,21,5,457.55,2026-05-18,2026-05-18
600,66,44,3,281.73,2026-03-10,2026-03-10
601,8,18,1,49.32,2026-04-16,2026-04-16
602,32,10,2,426.82,2026-02-03,2026-02-03
603,51,32,3,750.78,2026-06-23,2026-06-23
604,81,27,2,354.9,2026-03-10,2026-03-10
605,99,6,4,564.32,2026-06-12,2026-06-12
606,89,24,4,638.12,2026-03-13,2026-03-13
607,75,1,4,1142.28,2026-03-25,2026-03-25
608,82,43,1,221.97,2026-04-28,2026-04-28
609,51,14,3,769.59,2026-05-17,2026-05-17
610,35,21,4,996.84,2026-05-07,2026-05-07
611,17,37,3,323.85,2026-05-28,2026-05-28
612,98,4,4,954.44,2026-06-24,2026-06-24
613,3,8,1,38.88,2026-04-28,2026-04-28
614,55,13,2,275.94,2026-01-01,2026-01-01
615,21,18,2,531.64,2026-03-19,2026-03-19
616,11,24,1,199.83,2026-03-06,2026-03-06
617,40,47,2,50.04,2026-06-10,2026-06-10
618,91,7,2,268.96,2026-01-24,2026-01-24
619,17,38,1,71.89,2026-01-20,2026-01-20
620,2,1,2,321.28,2026-04-24,2026-04-24
621,89,9,3,740.88,2026-04-19,2026-04-19
622,12,47,4,122.16,2026-04-09,2026-04-09
623,39,9,1,39.93,2026-04-05,2026-04-05
624,83,44,4,937.2,2026-02-04,2026-02-04
625,2,40,2,59.68,2026-05-25,2026-05-25
626,81,48,2,275.26,2026-02-24,2026-02-24
627,88,29,2,553.54,2026-06-07,2026-06-07
628,18,49,2,70.28,2026-01-26,2026-01-26
629,45,28,1,180.98,2026-04-09,2026-04-09
630,36,42,3,718.23,2026-03-05,2026-03-05
631,77,47,1,81.97,2026-06-03,2026-06-03
632,4,43,5,463.15,2026-06-26,2026-06-26
633,66,13,3,208.74,2026-06-05,2026-06-05
634,31,32,4,382.84,2026-01-14,2026-01-14
635,82,39,4,170.8,2026-05-08,2026-05-08
636,47,21,1,163.2,2026-01-04,2026-01-04
637,54,24,2,244.36,2026-05-26,2026-05-26
638,99,5,5,1040.25,2026-05-01,2026-05-01
639,34,14,1,180.34,2026-01-04,2026-01-04
640,65,19,1,277.55,2026-04-12,2026-04-12
641,90,26,5,1162.3,2026-04-19,2026-04-19
642,79,10,1,195.76,2026-05-18,2026-05-18
643,66,14,3,102.72,2026-01-21,2026-01-21
644,76,41,2,331.1,2026-04-11,2026-04-11
645,94,16,1,99.95,2026-04-22,2026-04-22
646,15,30,1,80.9,2026-04-22,2026-04-22
647,86,48,5,932.8,2026-03-21,2026-03-21
648,90,1,2,89.28,2026-02-05,2026-02-05
649,67,34,2,307.92,2026-03-30,2026-03-30
650,96,50,3,175.26,2026-02-02,2026-02-02
651,99,2,3,667.65,2026-01-31,2026-01-31
652,68,5,3,732.18,2026-03-11,2026-03-11
653,81,5,3,649.71,2026-05-28,2026-05-28
654,8,32,4,568.04,2026-04-03,2026-04-03
655,33,50,5,292.0,2026-02-10,2026-02-10
656,93,8,1,269.34,2026-06-22,2026-06-22
657,6,1,2,449.66,2026-01-01,2026-01-01
658,50,10,2,46.66,2026-04-04,2026-04-04
659,71,46,2,560.08,2026-01-10,2026-01-10
660,54,47,4,300.44,2026-03-05,2026-03-05
661,74,24,3,265.98,2026-01-20,2026-01-20
662,23,15,1,155.59,2026-01-14,2026-01-14
663,9,30,5,1473.05,2026-04-13,2026-04-13
664,42,6,3,702.96,2026-03-21,2026-03-21
665,26,19,5,712.3,2026-04-05,2026-04-05
666,32,30,5,1187.55,2026-06-09,2026-06-09
667,99,50,3,544.77,2026-05-07,2026-05-07
668,98,16,2,444.82,2026-05-20,2026-05-20
669,4,15,2,23.7,2026-04-15,2026-04-15
670,2,22,5,552.3,2026-06-27,2026-06-27
671,95,47,1,230.09,2026-04-07,2026-04-07
672,31,27,3,120.45,2026-05-16,2026-05-16
673,92,18,4,1154.96,2026-02-06,2026-02-06
674,67,27,1,22.73,2026-03-01,2026-03-01
675,75,7,3,428.85,2026-01-22,2026-01-22
676,10,38,5,243.6,2026-04-11,2026-04-11
677,17,16,5,140.3,2026-06-19,2026-06-19
678,51,45,3,257.07,2026-03-22,2026-03-22
679,30,5,3,306.72,2026-03-11,2026-03-11
680,14,10,2,98.94,2026-05-30,2026-05-30
681,41,27,1,57.67,2026-04-30,2026-04-30
682,58,20,1,165.42,2026-02-23,2026-02-23
683,12,11,4,347.4,2026-01-31,2026-01-31
684,78,3,3,748.95,2026-06-28,2026-06-28
685,19,6,2,504.84,2026-03-25,2026-03-25
686,66,4,2,581.68,2026-04-12,2026-04-12
687,4,26,3,256.35,2026-02-14,2026-02-14
688,32,7,4,684.92,2026-05-21,2026-05-21
689,16,1,4,158.2,2026-02-05,2026-02-05
690,17,13,1,250.81,2026-02-26,2026-02-26
691,83,6,4,471.8,2026-06-11,2026-06-11
692,3,5,5,899.85,2026-01-20,2026-01-20
693,17,6,2,543.44,2026-04-24,2026-04-24
694,7,11,3,136.59,2026-04-29,2026-04-29
695,64,2,5,678.1,2026-04-12,2026-04-12
696,46,14,4,832.52,2026-02-14,2026-02-14
697,20,3,2,179.48,2026-04-25,2026-04-25
698,83,19,5,947.8,2026-03-04,2026-03-04
699,62,4,4,517.92,2026-05-21,2026-05-21
700,54,13,1,91.14,2026-02-05,2026-02-05
701,3,25,5,411.25,2026-05-20,2026-05-20
702,45,37,3,447.33,2026-05-05,2026-05-05
703,24,2,5,516.35,2026-03-11,2026-03-11
704,100,18,3,549.48,2026-01-08,2026-01-08
705,68,23,1,244.51,2026-05-01,2026-05-01
706,13,16,5,1499.45,2026-02-10,2026-02-10
707,98,15,2,174.58,2026-01-15,2026-01-15
708,46,12,5,1277.45,2026-04-10,2026-04-10
709,95,45,2,157.2,2026-03-23,2026-03-23
710,91,45,3,825.15,2026-01-08,2026-01-08
711,19,37,3,854.37,2026-05-25,2026-05-25
712,70,20,2,505.28,2026-05-07,2026-05-07
713,8,15,2,304.46,2026-01-24,2026-01-24
714,62,1,5,367.25,2026-05-15,2026-05-15
715,17,22,3,828.57,2026-02-21,2026-02-21
716,8,2,2,552.9,2026-03-24,2026-03-24
717,100,8,2,360.24,2026-02-06,2026-02-06
718,48,46,5,1297.95,2026-01-19,2026-01-19
719,39,21,4,719.76,2026-03-28,2026-03-28
720,82,32,2,586.0,2026-04-22,2026-04-22
721,89,40,3,181.56,2026-05-24,2026-05-24
722,23,25,3,224.22,2026-05-31,2026-05-31
723,17,12,3,668.58,2026-03-17,2026-03-17
724,51,50,1,285.15,2026-05-27,2026-05-27
725,41,40,5,96.95,2026-06-04,2026-06-04
726,64,10,2,391.0,2026-01-27,2026-01-27
727,45,21,3,678.45,2026-03-02,2026-03-02
728,91,43,2,388.98,2026-01-23,2026-01-23
729,27,16,3,418.56,2026-03-09,2026-03-09
730,93,1,1,111.64,2026-01-28,2026-01-28
731,22,27,1,121.92,2026-04-18,2026-04-18
732,70,25,4,1062.84,2026-03-31,2026-03-31
733,84,49,1,250.35,2026-05-28,2026-05-28
734,5,19,2,114.34,2026-01-19,2026-01-19
735,10,22,1,102.43,2026-01-27,2026-01-27
736,94,5,2,535.0,2026-02-11,2026-02-11
737,44,39,5,1415.65,2026-01-24,2026-01-24
738,4,28,5,1345.2,2026-06-30,2026-06-30
739,21,4,2,372.24,2026-04-22,2026-04-22
740,53,45,1,106.02,2026-02-18,2026-02-18
741,34,43,5,1096.95,2026-05-19,2026-05-19
742,7,26,3,288.75,2026-01-25,2026-01-25
743,20,4,5,847.0,2026-05-06,2026-05-06
744,38,43,3,33.33,2026-01-23,2026-01-23
745,4,14,5,746.5,2026-01-25,2026-01-25
746,61,8,2,390.16,2026-01-21,2026-01-21
747,63,43,3,712.83,2026-05-01,2026-05-01
748,50,12,3,109.29,2026-05-20,2026-05-20
749,24,29,3,800.37,2026-04-05,2026-04-05
750,34,15,1,86.36,2026-04-30,2026-04-30
751,97,45,3,520.89,2026-02-08,2026-02-08
752,70,27,1,34.86,2026-03-30,2026-03-30
753,50,34,5,379.9,2026-01-16,2026-01-16
754,61,37,4,1160.12,2026-06-25,2026-06-25
755,51,46,2,296.24,2026-01-21,2026-01-21
756,74,44,1,155.61,2026-05-13,2026-05-13
757,23,11,5,263.8,2026-04-25,2026-04-25
758,6,28,2,488.9,2026-02-02,2026-02-02
759,26,41,1,296.6,2026-04-22,2026-04-22
760,41,47,2,503.78,2026-03-08,2026-03-08
761,51,36,1,35.24,2026-05-23,2026-05-23
762,59,1,3,775.26,2026-05-14,2026-05-14
763,15,27,5,902.0,2026-04-18,2026-04-18
764,75,49,2,105.96,2026-05-31,2026-05-31
765,100,7,1,278.23,2026-05-25,2026-05-25
766,53,17,3,784.71,2026-03-30,2026-03-30
767,78,31,4,799.56,2026-05-27,2026-05-27
768,19,40,1,59.94,2026-04-14,2026-04-14
769,5,26,5,1037.2,2026-04-13,2026-04-13
770,96,31,3,630.75,2026-01-13,2026-01-13
771,44,20,3,810.42,2026-01-06,2026-01-06
772,90,44,3,273.9,2026-05-06,2026-05-06
773,18,20,1,292.02,2026-02-28,2026-02-28
774,35,47,4,937.88,2026-03-24,2026-03-24
775,25,29,4,741.76,2026-01-23,2026-01-23
776,95,32,2,549.8,2026-04-15,2026-04-15
777,66,11,5,1307.4,2026-01-15,2026-01-15
778,52,9,1,100.23,2026-05-10,2026-05-10
779,23,13,5,1325.05,2026-01-08,2026-01-08
780,5,30,2,505.44,2026-03-05,2026-03-05
781,26,18,1,276.23,2026-06-30,2026-06-30
782,51,41,3,746.46,2026-05-10,2026-05-10
783,48,32,1,207.54,2026-03-03,2026-03-03
784,76,36,5,696.85,2026-05-02,2026-05-02
785,96,45,3,329.49,2026-03-08,2026-03-08
786,7,11,1,92.67,2026-04-09,2026-04-09
787,29,42,5,1180.75,2026-02-24,2026-02-24
788,84,27,2,413.06,2026-03-10,2026-03-10
789,2,31,5,79.1,2026-06-24,2026-06-24
790,2,15,2,395.48,2026-06-03,2026-06-03
791,92,46,3,559.26,2026-03-20,2026-03-20
792,45,30,3,398.7,2026-04-07,2026-04-07
793,87,34,3,219.84,2026-03-19,2026-03-19
794,1,33,5,625.85,2026-01-27,2026-01-27
795,78,19,3,518.46,2026-06-02,2026-06-02
796,9,22,3,625.44,2026-05-04,2026-05-04
797,34,42,3,587.31,2026-03-12,2026-03-12
798,98,16,3,193.86,2026-05-13,2026-05-13
799,52,43,1,243.57,2026-06-03,2026-06-03
800,84,32,3,622.26,2026-01-07,2026-01-07
801,52,25,3,255.69,2026-04-18,2026-04-18
802,25,22,1,179.08,2026-05-27,2026-05-27
803,61,43,2,418.06,2026-06-13,2026-06-13
804,85,36,3,471.36,2026-02-13,2026-02-13
805,17,48,2,190.4,2026-05-01,2026-05-01
806,98,12,3,660.9,2026-05-24,2026-05-24
807,46,15,3,599.37,2026-02-26,2026-02-26
808,48,17,3,395.82,2026-03-26,2026-03-26
809,61,4,5,476.35,2026-01-31,2026-01-31
810,10,31,5,891.45,2026-06-08,2026-06-08
811,49,34,2,310.28,2026-06-24,2026-06-24
812,18,13,3,389.4,2026-02-08,2026-02-08
813,59,10,3,386.01,2026-05-26,2026-05-26
814,100,6,3,780.27,2026-02-16,2026-02-16
815,41,41,4,425.84,2026-02-15,2026-02-15
816,27,49,1,11.37,2026-03-12,2026-03-12
817,63,49,2,354.24,2026-02-10,2026-02-10
818,82,28,1,47.53,2026-04-22,2026-04-22
819,50,1,4,537.68,2026-05-03,2026-05-03
820,2,21,1,164.8,2026-04-06,2026-04-06
821,1,41,5,326.35,2026-06-23,2026-06-23
822,40,9,2,151.24,2026-03-30,2026-03-30
823,40,11,1,121.23,2026-05-31,2026-05-31
824,38,30,1,248.91,2026-03-18,2026-03-18
825,56,44,5,914.75,2026-03-28,2026-03-28
826,46,49,2,218.78,2026-05-06,2026-05-06
827,3,15,2,115.64,2026-04-14,2026-04-14
828,28,47,2,441.76,2026-02-03,2026-02-03
829,16,24,1,181.01,2026-02-13,2026-02-13
830,33,50,1,118.81,2026-06-13,2026-06-13
831,7,43,5,953.55,2026-06-02,2026-06-02
832,7,45,1,199.53,2026-01-06,2026-01-06
833,16,36,1,130.86,2026-04-08,2026-04-08
834,27,45,3,442.71,2026-02-09,2026-02-09
835,13,43,1,97.32,2026-06-19,2026-06-19
836,90,9,5,441.45,2026-06-05,2026-06-05
837,66,47,4,1003.56,2026-01-27,2026-01-27
838,14,32,5,220.7,2026-01-30,2026-01-30
839,67,13,2,373.22,2026-03-09,2026-03-09
840,21,3,3,642.0,2026-03-17,2026-03-17
841,89,31,5,769.7,2026-02-23,2026-02-23
842,86,6,3,234.03,2026-01-04,2026-01-04
843,64,10,1,252.22,2026-06-21,2026-06-21
844,93,47,1,236.06,2026-01-20,2026-01-20
845,30,30,1,272.39,2026-06-14,2026-06-14
846,13,12,3,259.8,2026-01-13,2026-01-13
847,87,21,1,257.15,2026-04-03,2026-04-03
848,98,3,4,896.72,2026-01-25,2026-01-25
849,83,11,1,257.08,2026-06-19,2026-06-19
850,80,18,3,341.04,2026-04-23,2026-04-23
851,24,8,1,118.06,2026-03-29,2026-03-29
852,35,25,4,504.28,2026-04-27,2026-04-27
853,22,8,4,967.88,2026-06-16,2026-06-16
854,21,7,2,423.78,2026-01-16,2026-01-16
855,73,44,4,1097.04,2026-05-04,2026-05-04
856,100,23,4,250.28,2026-04-08,2026-04-08
857,94,9,5,91.8,2026-06-25,2026-06-25
858,53,29,4,1107.68,2026-01-29,2026-01-29
859,41,1,1,28.37,2026-06-17,2026-06-17
860,93,37,5,1162.9,2026-05-28,2026-05-28
861,44,34,2,587.18,2026-06-21,2026-06-21
862,13,28,5,1047.95,2026-06-08,2026-06-08
863,87,42,2,299.52,2026-06-19,2026-06-19
864,79,4,4,212.44,2026-05-23,2026-05-23
865,65,31,1,196.59,2026-02-10,2026-02-10
866,97,32,4,1048.52,2026-01-20,2026-01-20
867,7,33,3,239.58,2026-03-13,2026-03-13
868,52,16,2,339.28,2026-04-07,2026-04-07
869,58,6,1,143.14,2026-05-27,2026-05-27
870,64,48,4,558.6,2026-01-31,2026-01-31
871,5,36,1,39.77,2026-04-16,2026-04-16
872,78,40,5,50.25,2026-01-24,2026-01-24
873,27,42,3,804.39,2026-05-24,2026-05-24
874,7,15,4,1142.4,2026-04-04,2026-04-04
875,77,31,4,425.08,2026-06-08,2026-06-08
876,13,49,3,652.83,2026-01-30,2026-01-30
877,82,19,2,21.28,2026-04-01,2026-04-01
878,14,3,5,806.9,2026-06-29,2026-06-29
879,14,17,2,305.6,2026-04-15,2026-04-15
880,51,14,5,334.1,2026-01-31,2026-01-31
881,92,22,4,996.48,2026-02-18,2026-02-18
882,82,44,1,229.57,2026-01-12,2026-01-12
883,59,43,5,228.65,2026-04-26,2026-04-26
884,64,1,5,1436.5,2026-02-04,2026-02-04
885,56,38,5,1117.5,2026-05-22,2026-05-22
886,89,38,4,1112.28,2026-02-15,2026-02-15
887,14,25,2,443.68,2026-02-02,2026-02-02
888,65,25,5,928.95,2026-03-24,2026-03-24
889,98,16,4,1176.24,2026-06-27,2026-06-27
890,38,29,3,376.14,2026-03-29,2026-03-29
891,90,48,2,100.14,2026-06-04,2026-06-04
892,71,21,5,483.4,2026-06-29,2026-06-29
893,27,40,5,967.25,2026-02-21,2026-02-21
894,17,46,3,627.36,2026-06-22,2026-06-22
895,82,21,2,312.26,2026-06-27,2026-06-27
896,62,38,1,230.62,2026-05-24,2026-05-24
897,87,48,5,1416.9,2026-04-17,2026-04-17
898,2,34,5,464.6,2026-04-19,2026-04-19
899,7,43,1,17.33,2026-02-07,2026-02-07
900,37,44,1,67.97,2026-02-11,2026-02-11
901,89,19,3,157.38,2026-01-16,2026-01-16
902,46,29,2,457.08,2026-01-09,2026-01-09
903,95,36,1,188.67,2026-06-22,2026-06-22
904,50,16,2,450.6,2026-05-24,2026-05-24
905,37,45,5,1187.25,2026-06-28,2026-06-28
906,54,44,1,278.68,2026-04-10,2026-04-10
907,2,48,3,870.27,2026-01-14,2026-01-14
908,29,41,3,206.7,2026-04-24,2026-04-24
909,95,39,3,686.94,2026-05-20,2026-05-20
910,38,29,2,470.16,2026-02-19,2026-02-19
911,24,12,2,590.4,2026-01-20,2026-01-20
912,55,18,5,223.05,2026-01-11,2026-01-11
913,75,17,5,433.15,2026-02-11,2026-02-11
914,6,10,1,105.86,2026-02-09,2026-02-09
915,79,43,3,549.3,2026-06-10,2026-06-10
916,71,23,3,456.78,2026-05-27,2026-05-27
917,68,15,1,237.37,2026-03-23,2026-03-23
918,21,27,2,321.96,2026-05-10,2026-05-10
919,45,15,5,828.7,2026-01-24,2026-01-24
920,47,19,2,404.74,2026-03-26,2026-03-26
921,68,31,2,571.18,2026-06-08,2026-06-08
922,2,8,5,1244.35,2026-06-16,2026-06-16
923,79,40,3,417.72,2026-06-14,2026-06-14
924,42,25,2,576.16,2026-06-24,2026-06-24
925,93,19,1,121.9,2026-05-19,2026-05-19
926,66,33,1,274.29,2026-04-06,2026-04-06
927,84,13,4,604.68,2026-03-17,2026-03-17
928,22,50,3,477.09,2026-01-25,2026-01-25
929,9,14,5,823.15,2026-06-10,2026-06-10
930,14,14,2,521.68,2026-04-19,2026-04-19
931,83,5,5,1251.7,2026-04-22,2026-04-22
932,5,6,2,33.78,2026-03-26,2026-03-26
933,72,5,1,25.74,2026-03-06,2026-03-06
934,53,25,5,1241.35,2026-03-08,2026-03-08
935,41,2,4,771.04,2026-04-21,2026-04-21
936,1,42,4,821.04,2026-05-17,2026-05-17
937,6,45,5,141.7,2026-05-30,2026-05-30
938,14,19,1,113.73,2026-05-09,2026-05-09
939,98,29,3,557.7,2026-03-14,2026-03-14
940,4,31,4,498.32,2026-06-19,2026-06-19
941,96,26,2,329.42,2026-02-04,2026-02-04
942,19,20,5,477.7,2026-06-12,2026-06-12
943,71,36,3,862.92,2026-01-03,2026-01-03
944,74,39,2,91.48,2026-01-02,2026-01-02
945,40,14,4,663.08,2026-01-22,2026-01-22
946,66,10,3,214.2,2026-06-15,2026-06-15
947,33,13,2,126.72,2026-06-07,2026-06-07
948,7,49,1,62.59,2026-05-26,2026-05-26
949,10,19,5,718.85,2026-05-21,2026-05-21
950,93,38,1,82.7,2026-02-20,2026-02-20
951,17,43,4,1143.8,2026-04-02,2026-04-02
952,9,13,2,78.02,2026-06-08,2026-06-08
953,79,43,3,452.7,2026-03-26,2026-03-26
954,73,37,3,633.3,2026-02-09,2026-02-09
955,22,1,3,732.69,2026-04-20,2026-04-20
956,92,48,3,244.17,2026-02-26,2026-02-26
957,18,44,4,360.96,2026-04-03,2026-04-03
958,58,23,3,793.77,2026-04-29,2026-04-29
959,23,42,3,453.66,2026-01-28,2026-01-28
960,18,35,5,168.85,2026-03-13,2026-03-13
961,10,47,2,172.68,2026-06-10,2026-06-10
962,81,2,1,268.71,2026-05-10,2026-05-10
963,28,3,5,889.4,2026-06-01,2026-06-01
964,61,42,5,427.9,2026-05-19,2026-05-19
965,99,38,2,232.18,2026-02-27,2026-02-27
966,66,6,3,146.49,2026-05-09,2026-05-09
967,85,16,4,462.08,2026-01-03,2026-01-03
968,18,29,5,1042.05,2026-05-12,2026-05-12
969,85,10,2,123.9,2026-05-25,2026-05-25
970,29,49,4,1129.44,2026-01-11,2026-01-11
971,48,15,4,308.84,2026-03-09,2026-03-09
972,47,25,1,203.89,2026-05-13,2026-05-13
973,6,42,4,1104.76,2026-01-12,2026-01-12
974,82,18,3,119.82,2026-05-14,2026-05-14
975,23,25,3,533.4,2026-05-26,2026-05-26
976,10,34,4,463.76,2026-06-17,2026-06-17
977,67,26,3,357.42,2026-02-27,2026-02-27
978,63,31,3,741.0,2026-03-30,2026-03-30
979,57,11,5,59.55,2026-02-05,2026-02-05
980,36,14,2,64.72,2026-06-14,2026-06-14
981,78,46,2,128.4,2026-04-03,2026-04-03
982,43,47,1,201.72,2026-04-17,2026-04-17
983,62,14,1,149.64,2026-05-03,2026-05-03
984,3,16,5,283.8,2026-04-16,2026-04-16
985,21,9,1,47.09,2026-06-01,2026-06-01
986,19,4,5,106.85,2026-05-27,2026-05-27
987,67,26,2,169.8,2026-02-16,2026-02-16
988,3,47,5,1455.4,2026-06-13,2026-06-13
989,58,39,3,854.1,2026-02-25,2026-02-25
990,29,27,4,1046.08,2026-02-13,2026-02-13
991,99,12,5,256.95,2026-05-30,2026-05-30
992,22,47,5,1006.5,2026-03-09,2026-03-09
993,76,5,3,832.44,2026-06-02,2026-06-02
994,14,2,2,239.36,2026-02-03,2026-02-03
995,88,27,2,323.18,2026-05-10,2026-05-10
996,61,40,2,371.2,2026-02-15,2026-02-15
997,65,49,5,106.6,2026-05-17,2026-05-17
998,17,39,1,37.03,2026-06-18,2026-06-18
999,84,28,5,1249.9,2026-06-23,2026-06-23
1000,90,34,5,660.0,2026-01-12,2026-01-12
